,顏色,單價,成本,系列,產品,訂單時間,性別,年紀,廣告代號all,尺寸,訂單編號,去識別化會員編碼
168,white,768.0,367.0,系列9,產品9-18,2016-05-14T09:18:42,FEMALE,32.0,廣告_qdwit_pid,XS,194106,L_CBY_02441
169,white,780.0,370.0,系列179,產品179-3,2016-05-14T09:18:42,FEMALE,32.0,廣告_qdwit_pid,XS,194106,L_CBY_02441
170,,1300.0,916.0,系列8,產品8-36,2016-12-16T16:05:28,FEMALE,38.0,廣告_KDMK_priduct,無,256563,L_CBY_01702
171,,492.0,313.0,系列22,產品22-16,2016-12-16T16:05:28,FEMALE,38.0,廣告_KDMK_priduct,無,256563,L_CBY_01702
172,,296.0,194.0,系列8,產品8-35,2016-09-01T13:08:47,FEMALE,34.0,廣告_KDMK_priduct,無,229785,L_CBY_02498
173,irontrigray,898.0,418.0,系列17,產品17-18,2016-05-08T06:27:33,,,廣告_qdwit_pid,M,192423,L_CBY_00157
174,black,898.0,418.0,系列17,產品17-18,2016-05-08T06:27:33,,,廣告_qdwit_pid,M,192423,L_CBY_00157
175,babypink,898.0,418.0,系列17,產品17-18,2016-05-08T06:27:33,,,廣告_qdwit_pid,M,192423,L_CBY_00157
176,white,780.0,370.0,系列74,產品74-3,2016-05-08T06:27:33,,,廣告_qdwit_pid,S,192423,L_CBY_00157
177,navyblue,910.0,419.0,系列74,產品74-3,2016-05-08T06:27:33,,,廣告_qdwit_pid,S,192423,L_CBY_00157
178,irontrigray,910.0,419.0,系列74,產品74-3,2016-05-08T06:27:33,,,廣告_qdwit_pid,S,192423,L_CBY_00157
179,navyblue,656.0,419.0,系列9,產品9-3,2016-07-19T00:08:29,FEMALE,32.0,廣告_自然流量,L,215106,L_CBY_01757
180,navyblue,842.0,418.0,系列9,產品9-18,2016-07-19T00:08:29,FEMALE,32.0,廣告_自然流量,L,215106,L_CBY_01757
181,babypink,684.0,418.0,系列17,產品17-18,2016-10-07T02:01:04,FEMALE,32.0,廣告_critei_critei,L,240084,L_CBY_01757
182,babyblue,684.0,418.0,系列41,產品41-18,2016-10-07T02:01:04,FEMALE,32.0,廣告_critei_critei,L,240084,L_CBY_01757
183,tiffanygreen,788.0,456.0,系列51,產品51-22,2017-03-08T02:07:56,FEMALE,32.0,廣告_edmP_D,L,278238,L_CBY_01757
184,hamred,788.0,456.0,系列63,產品63-22,2017-03-08T02:07:56,FEMALE,32.0,廣告_edmP_D,L,278238,L_CBY_01757
185,black,985.0,494.0,系列63,產品63-23,2017-03-08T02:07:56,FEMALE,32.0,廣告_edmP_D,L,278238,L_CBY_01757
186,gray,821.0,494.0,系列63,產品63-23,2017-04-09T14:55:14,FEMALE,32.0,廣告_自然流量,L,290961,L_CBY_01757
187,tiffanygreen,821.0,494.0,系列63,產品63-23,2017-04-09T14:55:14,FEMALE,32.0,廣告_自然流量,M,290961,L_CBY_01757
188,navyblue,821.0,418.0,系列37,產品37-18,2017-08-28T09:20:57,FEMALE,32.0,廣告_critei_critei,L,351273,L_CBY_01757
189,lemonyellow,1028.0,426.0,系列245,產品245-12,2017-08-28T09:20:57,FEMALE,32.0,廣告_critei_critei,L,351273,L_CBY_01757
190,lemonyellow,821.0,424.0,系列245,產品245-18,2017-08-28T09:20:57,FEMALE,32.0,廣告_critei_critei,M,351273,L_CBY_01757
191,babypink,793.0,419.0,系列59,產品59-3,2016-10-05T05:18:59,MALE,30.0,廣告_自然流量,S,239580,L_CBY_04390
192,milkwhite,859.0,403.0,系列59,產品59-17,2016-10-05T05:18:59,MALE,30.0,廣告_自然流量,F,239580,L_CBY_04390
193,black,910.0,434.0,系列5,產品5-17,2016-04-19T03:44:56,FEMALE,,廣告_critei_critei,F,187434,L_CBY_04322
194,,482.0,222.0,系列98,產品98-2,2016-04-19T03:44:56,FEMALE,,廣告_critei_critei,無,187434,L_CBY_04322
195,,576.0,263.0,系列5,產品5-27,2017-08-31T08:49:54,FEMALE,,廣告_edmP_,無,352767,L_CBY_04322
196,gray,821.0,424.0,系列88,產品88-18,2017-08-31T08:49:54,FEMALE,,廣告_edmP_,S,352767,L_CBY_04322
197,navyblue,821.0,424.0,系列79,產品79-18,2017-09-29T07:56:28,FEMALE,,廣告_edmP_,XS,366627,L_CBY_04322
198,hamred,821.0,424.0,系列88,產品88-29,2017-09-29T07:56:28,FEMALE,,廣告_edmP_,S,366627,L_CBY_04322
199,,492.0,294.0,系列3,產品3-35,2019-05-02T03:30:12,FEMALE,,廣告_edmMK_D,無,557721,L_CBY_04322
200,black,1250.0,765.0,系列21,產品21-25,2017-02-07T03:26:25,,,廣告_B2KPOD_qrtist,XL,270135,L_CBY_00550
201,white,740.0,370.0,系列21,產品21-3,2017-02-07T03:26:25,,,廣告_B2KPOD_qrtist,S,270135,L_CBY_00550
202,white,740.0,370.0,系列21,產品21-12,2017-02-07T03:26:25,,,廣告_B2KPOD_qrtist,M,270135,L_CBY_00550
203,babyblue,897.0,419.0,系列21,產品21-12,2017-02-07T03:26:25,,,廣告_B2KPOD_qrtist,XL,270135,L_CBY_00550
204,gray,821.0,426.0,系列27,產品27-12,2017-07-23T06:41:41,MALE,32.0,廣告_B2KP_D,L,335592,L_CBY_04073
205,black,1105.0,426.0,系列27,產品27-12,2017-07-23T06:41:41,MALE,32.0,廣告_B2KP_D,L,335592,L_CBY_04073
206,black,1045.0,816.0,系列34,產品34-6,2016-01-18T16:26:50,FEMALE,46.0,廣告_自然流量,S,164226,L_CBY_03968
207,creamywhite,1012.0,785.0,系列34,產品34-6,2016-01-18T16:26:50,FEMALE,46.0,廣告_自然流量,S,164226,L_CBY_03968
208,,612.0,337.0,系列34,產品34-4,2016-01-18T16:26:50,FEMALE,46.0,廣告_自然流量,無,164226,L_CBY_03968
209,black,1105.0,436.0,系列12,產品12-12,2017-03-27T15:44:47,FEMALE,26.0,廣告_KDPOD_select,XXL,284691,L_CBY_00697
210,black,821.0,436.0,系列6,產品6-12,2017-03-27T15:44:47,FEMALE,26.0,廣告_KDPOD_select,XXL,284691,L_CBY_00697
211,white,780.0,367.0,系列37,產品37-18,2016-06-19T09:46:14,FEMALE,28.0,廣告_自然流量,M,207276,L_CBY_04814
212,babypink,865.0,418.0,系列364,產品364-18,2016-06-19T09:46:14,FEMALE,28.0,廣告_自然流量,M,207276,L_CBY_04814
213,olive,1150.0,541.0,系列7,產品7-31,2017-10-22T12:17:34,FEMALE,28.0,廣告_edmP_D,M,375249,L_CBY_04814
214,irontrigrayblack,1202.0,459.0,系列63,產品63-14,2017-10-22T12:17:34,FEMALE,28.0,廣告_edmP_D,XL,375249,L_CBY_04814
215,babypink,684.0,418.0,系列17,產品17-18,2016-09-13T14:25:52,FEMALE,30.0,廣告_自然流量,S,233100,L_CBY_04998
216,white,568.0,367.0,系列147,產品147-18,2016-09-13T14:25:52,FEMALE,30.0,廣告_自然流量,S,233100,L_CBY_04998
217,,429.0,184.0,系列347,產品347-38,2017-11-16T15:19:46,FEMALE,32.0,廣告_KDP_D,無,381168,L_CBY_01306
218,black,910.0,416.0,系列119,產品119-12,2016-04-06T04:10:57,FEMALE,30.0,廣告_ikip_pid,L,183726,L_CBY_03960
219,gray,910.0,416.0,系列74,產品74-3,2016-04-06T04:10:57,FEMALE,30.0,廣告_ikip_pid,M,183726,L_CBY_03960
220,white,780.0,367.0,系列9,產品9-3,2016-04-25T08:01:07,FEMALE,30.0,廣告_自然流量,M,189363,L_CBY_03960
221,gray,910.0,416.0,系列9,產品9-12,2016-04-25T08:01:07,FEMALE,30.0,廣告_自然流量,L,189363,L_CBY_03960
222,white,780.0,367.0,系列376,產品376-3,2016-04-25T08:01:07,FEMALE,30.0,廣告_自然流量,M,189363,L_CBY_03960
223,,1245.0,581.0,系列443,產品443-37,2016-04-04T12:14:36,FEMALE,30.0,廣告_qdwit_pid,45cm,183345,L_CBY_02187
224,,1420.0,646.0,系列7,產品7-39,2016-04-24T13:52:55,FEMALE,30.0,廣告_critei_critei,iPhone 6,189138,L_CBY_02187
225,,492.0,248.0,系列17,產品17-26,2016-09-16T03:56:32,FEMALE,30.0,廣告_自然流量,無,234048,L_CBY_02187
226,,492.0,248.0,系列17,產品17-26,2016-09-16T03:56:32,FEMALE,30.0,廣告_自然流量,無,234048,L_CBY_02187
227,white,821.0,370.0,系列161,產品161-3,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,L,319773,L_CBY_02187
228,jeanblue,1028.0,419.0,系列161,產品161-3,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,XS,319773,L_CBY_02187
229,white,821.0,370.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,L,319773,L_CBY_02187
230,irontrigray,1028.0,436.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,3XL,319773,L_CBY_02187
231,eggyellow,1028.0,436.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,XL,319773,L_CBY_02187
232,armygreen,1028.0,444.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,2XL,319773,L_CBY_02187
233,jeanblue,1028.0,436.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,XL,319773,L_CBY_02187
234,jeanblue,1028.0,419.0,系列161,產品161-12,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,XS,319773,L_CBY_02187
235,gray,1028.0,418.0,系列161,產品161-29,2017-06-16T02:10:18,FEMALE,30.0,廣告_自然流量,S,319773,L_CBY_02187
236,irontrigray,897.0,419.0,系列117,產品117-12,2017-01-08T08:00:53,FEMALE,30.0,廣告_KDPOD_select,M,262776,L_CBY_00812
237,irontrigray,897.0,419.0,系列117,產品117-12,2017-01-08T08:00:53,FEMALE,30.0,廣告_KDPOD_select,M,262776,L_CBY_00812
238,,954.0,518.0,系列861,產品861-42,2016-01-01T08:25:05,FEMALE,28.0,廣告_自然流量,iPhone 5/5S,160875,L_CBY_01101
239,white,806.0,421.0,系列27,產品27-30,2018-03-28T08:49:55,FEMALE,26.0,廣告_KDP_P,L,416946,L_CBY_02986
240,,1448.0,905.0,系列2,產品2-35,2018-03-28T08:49:55,FEMALE,26.0,廣告_KDP_P,無,416946,L_CBY_02986
241,,1150.0,790.0,系列2,產品2-35,2018-03-28T08:49:55,FEMALE,26.0,廣告_KDP_P,無,416946,L_CBY_02986
242,irontrigray,898.0,416.0,系列10,產品10-18,2016-04-10T15:56:34,FEMALE,38.0,廣告_qdwit_pid,L,184914,L_CBY_03670
243,tiffanygreen,898.0,416.0,系列5,產品5-18,2016-04-10T15:56:34,FEMALE,38.0,廣告_qdwit_pid,L,184914,L_CBY_03670
244,babypink,910.0,434.0,系列68,產品68-17,2016-04-19T03:08:30,FEMALE,38.0,廣告_自然流量,F,187422,L_CBY_03670
245,black,910.0,434.0,系列352,產品352-17,2016-04-19T03:08:30,FEMALE,38.0,廣告_自然流量,F,187422,L_CBY_03670
246,summerblue,985.0,345.0,系列10,產品10-19,2016-05-14T10:50:49,FEMALE,38.0,廣告_自然流量,F,194121,L_CBY_03670
247,,164.0,41.0,系列30,產品30-35,2016-12-28T13:17:56,FEMALE,38.0,廣告_B2KMK_redecvelipe,無,259944,L_CBY_03670
248,trigrayblack,985.0,470.0,系列70,產品70-11,2017-01-04T14:02:48,FEMALE,38.0,廣告_critei_critei,L,262044,L_CBY_03670
249,creamywhiteburgundy,985.0,498.0,系列26,產品26-14,2017-01-04T14:02:48,FEMALE,38.0,廣告_critei_critei,L,262044,L_CBY_03670
250,,477.0,202.0,系列91,產品91-36,2019-04-25T03:46:06,FEMALE,38.0,廣告_自然流量,無,554451,L_CBY_03670
251,white,821.0,423.0,系列5,產品5-22,2017-01-01T12:49:56,FEMALE,36.0,廣告_自然流量,M,261351,L_CBY_03329
252,black,987.0,456.0,系列44,產品44-22,2017-01-01T12:49:56,FEMALE,36.0,廣告_自然流量,M,261351,L_CBY_03329
253,,1281.0,872.0,系列17,產品17-41,2016-09-11T10:52:55,FEMALE,28.0,廣告_自然流量,mini 1/2/3,232506,L_CBY_02666
254,,1398.0,916.0,系列269,產品269-46,2016-09-11T10:52:55,FEMALE,28.0,廣告_自然流量,iPad Air 2,232506,L_CBY_02666
255,trigrayblack,961.0,470.0,系列521,產品521-14,2016-09-11T10:52:55,FEMALE,28.0,廣告_自然流量,L,232506,L_CBY_02666
256,,1480.0,1036.0,系列8,產品8-36,2018-08-02T13:43:04,FEMALE,28.0,廣告_KDMK_D,無,460875,L_CBY_03634
257,gray,1300.0,719.0,系列63,產品63-13,2016-12-27T05:06:51,FEMALE,30.0,廣告_自然流量,S,258969,L_CBY_00719
258,navyblue,985.0,433.0,系列14,產品14-12,2018-09-29T07:28:53,FEMALE,32.0,廣告_自然流量,L,478143,L_CBY_04103
259,,985.0,383.0,系列14,產品14-132,2018-09-29T07:28:53,FEMALE,32.0,廣告_自然流量,L,478143,L_CBY_04103
260,,1479.0,887.0,系列1,產品1-35,2019-07-26T16:02:22,MALE,28.0,廣告_自然流量,無,582048,L_CBY_01580
261,creamywhite,1135.0,610.0,系列27,產品27-7,2018-03-07T08:55:49,FEMALE,30.0,廣告_critei_critei,XL,411795,L_CBY_01460
262,,230.0,150.0,系列52,產品52-35,2018-03-07T08:55:49,FEMALE,30.0,廣告_critei_critei,無,411795,L_CBY_01460
263,,1464.0,696.0,系列1,產品1-61,2019-02-18T05:43:43,FEMALE,30.0,廣告_KDMK_D,XL,534270,L_CBY_01460
264,,461.0,322.0,系列2,產品2-35,2019-04-03T13:34:56,FEMALE,30.0,廣告_KDMP_D,無,546786,L_CBY_01460
265,,1464.0,569.0,系列2,產品2-119,2019-04-03T13:34:56,FEMALE,30.0,廣告_KDMP_D,F,546786,L_CBY_01460
266,,247.0,71.0,系列14,產品14-35,2019-04-03T13:34:56,FEMALE,30.0,廣告_KDMP_D,無,546786,L_CBY_01460
267,skyblue,975.0,424.0,系列17,產品17-29,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,L,413469,L_CBY_01775
268,gray,1135.0,661.0,系列56,產品56-7,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,L,413469,L_CBY_01775
269,gray,1135.0,661.0,系列2,產品2-7,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,M,413469,L_CBY_01775
270,babypink,975.0,424.0,系列2,產品2-29,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,L,413469,L_CBY_01775
271,skyblue,975.0,424.0,系列2,產品2-29,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,L,413469,L_CBY_01775
272,navyblue,975.0,439.0,系列2,產品2-3,2018-03-17T09:04:25,FEMALE,38.0,廣告_自然流量,M,413469,L_CBY_01775
273,navyblue,1028.0,459.0,系列56,產品56-12,2018-04-17T12:56:32,FEMALE,38.0,廣告_自然流量,3XL,426363,L_CBY_01775
274,navyblue,821.0,431.0,系列56,產品56-29,2018-04-17T12:56:32,FEMALE,38.0,廣告_自然流量,L,426363,L_CBY_01775
275,,1448.0,905.0,系列2,產品2-35,2018-04-17T12:56:32,FEMALE,38.0,廣告_自然流量,無,426363,L_CBY_01775
276,white,479.0,245.0,系列10,產品10-15,2016-08-12T06:21:20,,,廣告_KDPOD_select,130,224154,L_CBY_00328
277,lightgray,859.0,434.0,系列10,產品10-17,2016-08-12T06:21:20,,,廣告_KDPOD_select,F,224154,L_CBY_00328
278,gray,793.0,419.0,系列10,產品10-12,2016-08-12T06:21:20,,,廣告_KDPOD_select,XL,224154,L_CBY_00328
279,babypink,494.0,350.0,系列10,產品10-20,2016-08-12T06:21:20,,,廣告_KDPOD_select,130,224154,L_CBY_00328
280,babypink,494.0,350.0,系列10,產品10-20,2016-08-12T06:21:20,,,廣告_KDPOD_select,110,224154,L_CBY_00328
281,white,985.0,383.0,系列2,產品2-3,2018-10-01T03:23:51,FEMALE,30.0,廣告_critei_critei,M,479025,L_CBY_04878
282,babypink,985.0,433.0,系列2,產品2-29,2018-10-01T03:23:51,FEMALE,30.0,廣告_critei_critei,L,479025,L_CBY_04878
283,,740.0,395.0,系列25,產品25-35,2018-12-17T14:08:32,FEMALE,38.0,廣告_KDMK_P,無,513660,L_CBY_04189
284,,1119.0,581.0,系列7,產品7-37,2016-01-20T13:27:40,FEMALE,38.0,廣告_自然流量,45cm,164931,L_CBY_00815
285,gray,1265.0,719.0,系列5,產品5-13,2016-12-08T07:13:54,FEMALE,40.0,廣告_KDPOD_select,L,254430,L_CBY_00359
286,creamywhite,1135.0,686.0,系列5,產品5-7,2016-12-08T07:13:54,FEMALE,40.0,廣告_KDPOD_select,S,254430,L_CBY_00359
287,tiffanygreen,806.0,548.0,系列5,產品5-10,2016-12-08T07:13:54,FEMALE,40.0,廣告_KDPOD_select,90,254430,L_CBY_00359
288,white,768.0,367.0,系列5,產品5-18,2016-05-17T09:35:45,FEMALE,28.0,廣告_自然流量,L,194976,L_CBY_02490
289,black,910.0,419.0,系列262,產品262-3,2016-05-17T09:35:45,FEMALE,28.0,廣告_自然流量,S,194976,L_CBY_02490
290,,1716.0,872.0,系列262,產品262-41,2016-05-17T09:35:45,FEMALE,28.0,廣告_自然流量,mini 1/2/3,194976,L_CBY_02490
291,irontrigray,1028.0,436.0,系列46,產品46-3,2017-05-03T02:11:02,FEMALE,28.0,廣告_自然流量,XL,299442,L_CBY_02414
292,black,1028.0,436.0,系列46,產品46-12,2017-05-03T02:11:02,FEMALE,28.0,廣告_自然流量,2XL,299442,L_CBY_02414
293,gray,1028.0,436.0,系列46,產品46-12,2017-05-03T02:11:02,FEMALE,28.0,廣告_自然流量,XL,299442,L_CBY_02414
294,armygreen,1383.0,696.0,系列1,產品1-34,2018-02-06T16:46:03,FEMALE,32.0,廣告_critei_critei,L,404541,L_CBY_00986
295,gray,1028.0,426.0,系列1,產品1-3,2018-02-06T16:46:03,FEMALE,32.0,廣告_critei_critei,L,404541,L_CBY_00986
296,irontrigrayblack,1207.0,459.0,系列1,產品1-11,2018-03-28T17:16:10,FEMALE,32.0,廣告_KDP_P,M,417459,L_CBY_00986
297,,1448.0,905.0,系列2,產品2-35,2018-03-28T17:16:10,FEMALE,32.0,廣告_KDP_P,無,417459,L_CBY_00986
298,,985.0,689.0,系列1,產品1-36,2018-08-17T18:19:25,FEMALE,32.0,廣告_自然流量,無,466284,L_CBY_00986
299,navyblue,821.0,444.0,系列3,產品3-12,2017-06-23T00:57:48,FEMALE,32.0,廣告_自然流量,3XL,322881,L_CBY_04379
300,jeanblue,821.0,436.0,系列3,產品3-12,2017-06-23T00:57:48,FEMALE,32.0,廣告_自然流量,3XL,322881,L_CBY_04379
301,gray,1028.0,436.0,系列3,產品3-3,2017-06-23T00:57:48,FEMALE,32.0,廣告_自然流量,3XL,322881,L_CBY_04379
302,,656.0,387.0,系列1,產品1-1,2017-06-08T15:00:35,FEMALE,24.0,廣告_critei_critei,無,316215,L_CBY_03261
303,jeanblue,821.0,436.0,系列19,產品19-12,2017-05-06T14:25:27,FEMALE,34.0,廣告_critei_critei,3XL,300729,L_CBY_00617
304,jeanblue,821.0,419.0,系列19,產品19-3,2017-05-06T14:25:27,FEMALE,34.0,廣告_critei_critei,L,300729,L_CBY_00617
305,watermelonred,492.0,291.0,系列19,產品19-15,2017-05-06T14:25:27,FEMALE,34.0,廣告_critei_critei,130,300729,L_CBY_00617
306,watermelonred,492.0,291.0,系列19,產品19-15,2017-05-06T14:25:27,FEMALE,34.0,廣告_critei_critei,110,300729,L_CBY_00617
307,white,740.0,370.0,系列6,產品6-3,2017-01-27T15:39:43,FEMALE,28.0,廣告_KDPOD_priduct,XL,266844,L_CBY_01692
308,white,740.0,370.0,系列6,產品6-12,2017-01-27T15:39:43,FEMALE,28.0,廣告_KDPOD_priduct,L,266844,L_CBY_01692
309,,197.0,123.0,系列25,產品25-83,2017-01-27T15:39:43,FEMALE,28.0,廣告_KDPOD_priduct,無,266844,L_CBY_01692
310,red,821.0,459.0,系列111,產品111-3,2018-05-26T15:06:18,FEMALE,28.0,廣告_critei_critei,2XL,438981,L_CBY_01692
311,,452.0,184.0,系列7,產品7-38,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,無,341085,L_CBY_02933
312,babypink,1028.0,426.0,系列7,產品7-3,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,S,341085,L_CBY_02933
313,,492.0,237.0,系列7,產品7-26,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,無,341085,L_CBY_02933
314,,576.0,263.0,系列7,產品7-27,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,無,341085,L_CBY_02933
315,,97.0,53.0,系列25,產品25-83,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,無,341085,L_CBY_02933
316,,541.0,324.0,系列25,產品25-83,2017-08-03T16:09:00,MALE,34.0,廣告_KDP_D,無,341085,L_CBY_02933
317,irontrigray,1028.0,426.0,系列9,產品9-12,2018-03-31T04:27:01,,38.0,廣告_自然流量,L,418698,L_CBY_03008
318,jeanblue,1028.0,426.0,系列62,產品62-3,2018-03-31T04:27:01,,38.0,廣告_自然流量,M,418698,L_CBY_03008
319,irontrigray,1028.0,424.0,系列44,產品44-29,2018-03-31T04:39:44,,38.0,廣告_自然流量,S,418701,L_CBY_03008
320,tiffanygreen,410.0,298.0,系列44,產品44-15,2018-03-31T04:39:44,,38.0,廣告_自然流量,90,418701,L_CBY_03008
321,navyblue,1028.0,431.0,系列9,產品9-29,2018-03-31T04:39:44,,38.0,廣告_自然流量,L,418701,L_CBY_03008
322,white,821.0,373.0,系列9,產品9-12,2018-03-31T04:43:14,,38.0,廣告_自然流量,S,418710,L_CBY_03008
323,gray,1028.0,426.0,系列232,產品232-3,2018-03-31T04:43:14,,38.0,廣告_自然流量,S,418710,L_CBY_03008
324,irontrigray,1028.0,426.0,系列61,產品61-12,2018-04-02T07:54:27,,38.0,廣告_自然流量,S,419691,L_CBY_03008
325,gray,1028.0,426.0,系列61,產品61-12,2018-04-02T07:54:27,,38.0,廣告_自然流量,S,419691,L_CBY_03008
326,,457.0,199.0,系列23,產品23-2,2016-06-10T05:16:50,FEMALE,32.0,廣告_ikip_POD,無,203877,L_CBY_04817
327,,457.0,199.0,系列23,產品23-2,2016-06-10T05:16:50,FEMALE,32.0,廣告_ikip_POD,無,203877,L_CBY_04817
328,gray,821.0,419.0,系列23,產品23-12,2016-06-10T05:16:50,FEMALE,32.0,廣告_ikip_POD,XL,203877,L_CBY_04817
329,,457.0,199.0,系列23,產品23-2,2016-06-10T05:16:50,FEMALE,32.0,廣告_ikip_POD,無,203877,L_CBY_04817
330,gray,821.0,419.0,系列7,產品7-12,2016-06-12T13:55:57,FEMALE,32.0,廣告_critei_critei,XL,204852,L_CBY_04817
331,,1092.0,635.0,系列23,產品23-5,2016-06-12T13:55:57,FEMALE,32.0,廣告_critei_critei,無,204852,L_CBY_04817
332,,457.0,199.0,系列23,產品23-2,2016-06-12T13:55:57,FEMALE,32.0,廣告_critei_critei,無,204852,L_CBY_04817
333,babyblue,821.0,419.0,系列50,產品50-12,2016-06-12T13:55:57,FEMALE,32.0,廣告_critei_critei,XL,204852,L_CBY_04817
